Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Type,Expenditure Type,
HMRC,HMRC,16/11/2015,Haulage Seized Goods,Criminal Investigations,TNT UK LTD,5100064616,"£104,123.14",Courier Services,BL8 9AR,,,,,
HMRC,HMRC,16/11/2015,Data output prod,Information Management Services,CAPGEMINI,5100064618,"£18,238,404.41",Cap Gemini October 2015 invoice charges for non P2P items mainly project development,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Debt coll serv (DEL),Debt Management & Banking,DRYDENSFAIRFAX SOLICITORS,5100064626,"£30,092.44",Debt Collection Services,LS2 8BX,,,,,
HMRC,HMRC,16/11/2015,Telephone Support,Information Management Services,FUJITSU SERVICES LTD,5100064637,"£31,374.49",Fujitsu October-15 invoice charge for Communication Voice Services,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Telephone Support,Information Management Services,FUJITSU SERVICES LTD,5100064637,"£1,901,484.63",Fujitsu October-15 invoice charge for Communication Voice Services,W1U 3BW,,,,,
HMRC,HMRC,17/11/2015,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100061812,"-£59,644.50",Costs for officers stationed abroad,MK10 1PX,,,,,
HMRC,HMRC,17/11/2015,Management Agreement,Information Management Services,ACCENTURE (UK) LTD,5100063042,"£187,275.38",Accenture October 15 invoice Charge for Management of Agreement,EC3M 3BD,,,,,
HMRC,HMRC,17/11/2015,Sys Software Maint,Information Management Services,ACCENTURE (UK) LTD,5100063042,"£609,411.10",Accenture October Charge for S02.10 NIRS2,EC3M 3BD,,,,,
HMRC,HMRC,17/11/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100064581,"£82,177.96",Essential works carried out at Longbrook House Exeter,WD17 1HN,,,,,
HMRC,HMRC,17/11/15,Recruitment services,Civil Service Resourcing,HAVAS PEOPLE LIMITED,5100064642,"£53,000.27",Advertising costs for Tranche 3 HMRC IT vacancies. ,EC1M 5NR,,,,,
HMRC,HMRC,17/11/2015,Security printing,Indirect Tax Directorate,WILLIAMS LEA LTD,5100064650,"£54,540.66",Provide support for the UK Duty Stamps Scheme,WF6 1TN,,,,,
HMRC,HMRC,17/11/2015,Debt coll serv (DEL),Debt Management & Banking,INTEGRATED DEBT SERVICES LTD,5100064662,"£27,376.50",Debt Collection Services,BD1 5LL,,,,,
HMRC,HMRC,17/11/2015,Nat Pst Del Ser(VAT),PT Director,ROYAL MAIL WHOLESALE,5100064768,"£51,686.93",These are postal charges following the Ex-com decision to move all HMRC Output Management costs into PT Director.,EC4Y 0HQ,,,,,
HMRC,HMRC,17/11/2015,Gov Bank Serv Charge,Finance & Internal Audit,SANTANDER,5100064786,"£58,483.90",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,G1R 0AA,,,,,
HMRC,HMRC,17/11/2015,Gov Bank Serv Charge,Finance & Internal Audit,SANTANDER,5100064787,"£30,017.35",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,G1R 0AA,,,,,
HMRC,HMRC,17/11/2015,Data output prod,Information Management Services,ACCENTURE (UK) LTD,5100064831,"£2,740,072.94",Accenture October 2015 invoice charges for non P2P items mainly project development,EC3M 3BD,,,,,
HMRC,HMRC,17/11/2015,Software coding,Information Management Services,LIFECYCLE SOURCING LTD,5100064836,"£906,150.00",Charges for IT Specialists,CF23 8AA,,,,,
HMRC,HMRC,17/11/2015,Business Consultancy,Benefits & Credits Delivery,SYNNEX-CONCENTRIX UK LTD,5100064960,"£6,023,542.75",Error & Fraud Adding Capacity Programme,EC2N 1HQ,,,,,
HMRC,HMRC,17/11/2015,Gov Bank Serv Charge,Finance & Internal Audit,RBS - NATWEST,5100064966,"£292,007.13",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,EC2M 4RB,,,,,
HMRC,HMRC,17/11/2015,Credt Crd Comm Chrge,Finance & Internal Audit,RBS - NATWEST,5100064966,"£923,187.81",Government Banking Service: Credit Card Commission Charges,EC2M 4RB,,,,,
HMRC,HMRC,18/11/2015,Hardware maintenance,Information Management Services,FUJITSU SERVICES LTD,5100061846,"£42,741.92",Fujitsu Invoice charges for Tech Refresh for the Customs Handling Inward Export Freight systems,W1U 3BW,,,,,
HMRC,HMRC,18/11/2015,Hardware maintenance,Information Management Services,FUJITSU SERVICES LTD,5100062808,"£584,707.46",Fujitsu Invoice charges for the Customs Handling Inward Export Freight systems,W1U 3BW,,,,,
HMRC,HMRC,18/11/2015,Non PFI serv VAT,Estates & Support Services,MacLELLAN INTERNATIONAL LTD,5100065004,"£52,473.34",Monthly charge for provision of services on the Newcastle estate,B70 1DA,,,,,
HMRC,HMRC,18/11/2015,Non PFI serv VAT,Estates & Support Services,MacLELLAN INTERNATIONAL LTD,5100065004,"£351,167.68",Monthly charge for provision of services on the Newcastle estate,B70 1DA,,,,,
HMRC,HMRC,18/11/2015,Software coding,Benefits & Credits Delivery,EQUAL EXPERTS UK LTD,5100065024,"£34,800.00",Support for Development of Tax Free Childcare Digital Services,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Business Rates,Estates & Support Services,CITY OF WESTMINSTER,5100065031,"£12,873.02",City of Westminster Business Rates,SW1E 6QP,,,,,
HMRC,HMRC,18/11/2015,Business Rates,Estates & Support Services,CITY OF WESTMINSTER,5100065031,"£40,989.00",City of Westminster Business Rates,SW1E 6QP,,,,,
HMRC,HMRC,18/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100065034,"£148,155.00",Digital Delivery Centre London Equal Experts October Invoive  - Digital Contact Project,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100065035,"£102,300.00",Digital Delivery Centre London Equal Experts October Invoive  - Re-Platforming Project,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100065036,"£25,230.00",Digital Delivery Centre London Equal Experts October Invoive  - Making Tax Digital Project,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100065037,"£78,060.00",Digital Delivery Centre London Equal Experts October Invoive  - SA Router Project,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100065039,"£81,660.00",Digital Delivery Centre London Equal Experts October Invoive  - Your Tax Account Project,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Information Management Services,EQUAL EXPERTS UK LTD,5100065041,"£76,560.00",Invoice for Equal Experts Transaction monitoring October and November 2015 scrum team resource,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Information Management Services,EQUAL EXPERTS UK LTD,5100065041,"£173,737.50",Invoice for Equal Experts Transaction monitoring October and November 2015 scrum team resource,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100065047,"£166,650.00",Digital Delivery Centre London Equal Experts October Invoive  - Agents Online Self Service Project,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100065048,"£142,530.00",Digital Delivery Centre London Equal Experts October Invoive  - API Platform Project,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100065049,"£45,330.00",Digital Delivery Centre London Equal Experts October Invoive  - API Shipley Project,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100065050,"£134,385.00",Digital Delivery Centre London Equal Experts October Invoive  - Company Accounts Tax Online Project,WC1H 9BB,,,,,
HMRC,HMRC,18/11/2015,Dept books Non Stock,Tax Professionalism & Assurance,WILLIAMS LEA LTD,5100065077,"£30,056.30",Printing materials for Tax Professional Learning Courses,WF6 1TN,,,,,
HMRC,HMRC,19/11/2015,Maj AW non-struc VAT,Estates & Support Services,PARAGON INTERIORS GROUP PLC,5100065099,"£547,040.09",This cost relates to the delivery of the Barkley House Building our Future showcase site in Nottingham,NG8 6PX,,,,,
HMRC,HMRC,19/11/2015,OGD costs,Estates & Support Services,THE SCOTTISH POLICE,5100065161,"£1,599.22",Standard Landlord Service Charge payable to the Landlord,G2 2AF,,,,,
HMRC,HMRC,19/11/2015,OGD costs,Estates & Support Services,THE SCOTTISH POLICE,5100065161,"£158,323.13",Standard Landlord Service Charge payable to the Landlord,G2 2AF,,,,,
HMRC,HMRC,19/11/2015,Landlord Charges,Estates & Support Services,SAVILLS COMMERCIAL LTD,5100065162,"£3,015.06",Standard Landlord Service Charge payable to the Landlord,W1K 3HQ,,,,,
HMRC,HMRC,19/11/2015,Landlord Charges,Estates & Support Services,SAVILLS COMMERCIAL LTD,5100065162,"£248,239.74",Standard Landlord Service Charge payable to the Landlord,W1K 3HQ,,,,,
HMRC,HMRC,19/11/2015,Landlord Charges,Estates & Support Services,SAVILLS COMMERCIAL LTD,5100065164,"£1,577.06",Standard Landlord Service Charge payable to the Landlord,W1K 3HQ,,,,,
HMRC,HMRC,19/11/2015,Landlord Charges,Estates & Support Services,SAVILLS COMMERCIAL LTD,5100065164,"£129,844.54",Standard Landlord Service Charge payable to the Landlord,W1K 3HQ,,,,,
HMRC,HMRC,19/11/2015,OGD costs,Digital,DWP,5100065175,"£174,356.98",Digital development costs for Government Gateway,CF14 3UW,,,,,
HMRC,HMRC,19/11/2015,Employee education,HR,CAPITA BUSINESS SERVICES LTD,5100065486,"£63,006.00",Learning Modernisation spend to increase capability in the Tax Academy using a coaching model with external Learning Consultants,DL1 9HN,,,,,
HMRC,HMRC,19/11/2015,IT consultancy,Information Management Services,SPLUNK INC,5100065632,"£31,157.76",Splunk Training for the Cyber Security Command Centre,94107,,,,,
HMRC,HMRC,20/11/2015,Software coding,Information Management Services,LIFECYCLE SOURCING LTD,5100065093,"£30,000.00",Charges for IT Specialists,CF23 8AA,,,,,
HMRC,HMRC,20/11/2015,Gov Bank Serv Charge,Finance & Internal Audit,RBS - NATWEST,5100065153,"£42,085.96",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,EC2M 4RB,,,,,
HMRC,HMRC,20/11/2015,CHURN,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD COMPO,5100065154,"£248,332.39",This relates to  upgrading to  energy efficient hand dryers in sites where we are removing paper towels to help us to meet our environmental targets,WD17 1HN,,,,,
HMRC,HMRC,20/11/2015,Research (VAT rec),Knowledge Analysis & Intelligence,IFF RESEARCH LTD,5100065552,"£27,960.00",Survey of large businesses’ experience of HMRC’s service provision,N1 6DD,,,,,
HMRC,HMRC,20/11/2015,Bank Charges PO Card,Finance & Internal Audit,POST OFFICE LTD,5100065560,"£827,732.51",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,PE4 5PG,,,,,
HMRC,HMRC,20/11/15,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100065650,"£32,251.12",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,,
HMRC,HMRC,20/11/15,Debt coll serv (AME),Debt Management & Banking,EQUITA LTD,5100065657,"£25,667.29",Debt Collection Services,NN1 4BZ,,,,,
HMRC,HMRC,20/11/2015,Counsel fees - Litig,Solicitors Office,COUNSEL FEES SOLICITORS OFFICE,5100065666,"£45,497.70",Costs incurred by Solicitors working on behalf of HMRC,,,,,,
HMRC,HMRC,20/11/2015,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100065684,"£59,644.50",Costs for officers stationed abroad,MK10 1PX,,,,,
HMRC,HMRC,20/11/2015,Software coding,Information Management Services,BAIN & COMPANCY INC UNITED KINGDOM,5100066472,"£1,020,000.00",Charges for IT Specialists,WC2N 5RW,,,,,
HMRC,HMRC,23/11/2015,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900323846,"£194,729.48",Employee Training,DL1 9HN,,,,,
HMRC,HMRC,23/11/2015,Employee education,Information Management Services,SANS Institute,1900323924,"£32,079.20",Information Security Training for the National Cyber Security Programme,,,,,,
HMRC,HMRC,23/11/2015,Dept forms Non Stock,PT Director,WILLIAMS LEA LTD,5100065465,"£31,095.79",Williams Lea is HMRC's Print Vendor Partner,WF6 1TN,,,,,
HMRC,HMRC,23/11/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD COMPO,5100066492,"£25,375.19",Essential works carried out at Castle Meadow Nottingham,WD17 1HN,,,,,
HMRC,HMRC,23/11/2015,OHS,HR,ATOS IT SERVICES UK LTD,5100066530,"£1,171.78",Outsourced contract to deliver Occupational Health services,WV10 6UH,,,,,
HMRC,HMRC,23/11/2015,OHS,HR,ATOS IT SERVICES UK LTD,5100066530,"£68,429.81",Outsourced contract to deliver Occupational Health services,WV10 6UH,,,,,
HMRC,HMRC,23/11/2015,OGD costs,Estates & Support Services,CAPITA SYMONDS LTD,5100066536,"£136,686.34",Monthly MOTO charge for HMRCs occupation of Eastbrook Cambridge,EC2V 7NQ,,,,,
HMRC,HMRC,23/11/2015,Vehicle repairs,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100066695,£827.64,Vehicle Fleet Services,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Fleet mgmt services,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100066695,"£11,578.97",Vehicle Fleet Services,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Vehicle repairs,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100066695,"£32,673.81",Vehicle Fleet Services,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Vehicle leasing,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100066695,"£53,888.87",Vehicle Fleet Services,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Vehicle servicing ma,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100066695,"£60,231.35",Vehicle Fleet Services,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Vehicle servicing ma,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100066695,"£102,703.46",Vehicle Fleet Services,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Vehicle leasing,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100066698,"£70,726.83",Vehicle Fleet Services,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Fleet mgmt services,PT Operations,INCHCAPE FLEET SOLUTIONS,5100066716,£592.38,Vehicle Leasing,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Vehicle servicing ma,PT Operations,INCHCAPE FLEET SOLUTIONS,5100066716,"£3,207.28",Vehicle Leasing,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Vehicle repairs,PT Operations,INCHCAPE FLEET SOLUTIONS,5100066716,"£3,680.42",Vehicle Leasing,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Vehicle servicing ma,PT Operations,INCHCAPE FLEET SOLUTIONS,5100066716,"£6,991.92",Vehicle Leasing,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,Vehicle leasing,PT Operations,INCHCAPE FLEET SOLUTIONS,5100066716,"£15,149.71",Vehicle Leasing,P06 4RP,,,,,
HMRC,HMRC,23/11/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100066769,"£4,426,013.51",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,
HMRC,HMRC,23/11/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100066769,"£9,405,278.74",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,
HMRC,HMRC,23/11/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100066770,"£16,298.69",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,
HMRC,HMRC,23/11/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100066770,"£34,634.71",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,
HMRC,HMRC,23/11/2015,Security services,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD COMPO,5100066796,"£28,771.78",This Cost relates to the provision of extra security staff at Portcullis House Glasgow in June July and August,WD17 1HN,,,,,
HMRC,HMRC,24/11/2015,Telephone Support,Information Management Services,FUJITSU SERVICES LTD,5100065607,"£152,143.93",Fujitsu October-15 invoice charge for Communication Voice Services,W1U 3BW,,,,,
HMRC,HMRC,24/11/2015,Fst Strm Traing Cost,Civil Service Resourcing,CAPITA BUSINESS SERVICES LTD,5100066828,"£287,799.60",General Fast Stream Induction event - venue costs,DL1 9HN,,,,,
HMRC,HMRC,24/11/15,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100067054,"£31,871.22",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,,
HMRC,HMRC,24/11/15,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100067056,"£26,407.26",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,,
HMRC,HMRC,24/11/2015,Fst Strm Traing Cost,Civil Service Resourcing,CAPITA BUSINESS SERVICES LTD,5100067061,"£189,243.38",Fast Track Induction event,DL1 9HN,,,,,
HMRC,HMRC,24/11/2015,Fst Strm Traing Cost,Civil Service Resourcing,CAPITA BUSINESS SERVICES LTD,5100067066,"£70,517.04",General Fast Stream Induction event - venue costs,DL1 9HN,,,,,
HMRC,HMRC,24/11/2015,Fst Strm Traing Cost,Civil Service Resourcing,CAPITA BUSINESS SERVICES LTD,5100067067,"£70,789.50",General Fast Stream Induction event - venue costs,DL1 9HN,,,,,
HMRC,HMRC,24/11/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD COMPO,5100067072,"£31,050.43",This cost relates to Biennial Conservation report at Barkley House Nottingham,WD17 1HN,,,,,
HMRC,HMRC,24/11/15,Recruitment services,Civil Service Resourcing,HAVAS PEOPLE LIMITED,5100067092,"£39,892.23",Advertising costs for Tranche 2 HMRC IT vacancies. ,EC1M 5NR,,,,,
HMRC,HMRC,24/11/2015,Gov Bank Serv Charge,Finance & Internal Audit,RBS - NATWEST,5100067134,"£246,857.04",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,EC2M 4RB,,,,,
HMRC,HMRC,24/11/2015,Non-IMS IT for CSR,Civil Service Resourcing,WORLD CAREERS NETWORK PLC,5100067136,"£28,350.00",Approved Fees of Sprint 19 covering the IT enhancement work currently undertaken by WCN,SW19 8DR,,,,,
HMRC,HMRC,24/11/2015,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100067138,"£156,557.52",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,,
HMRC,HMRC,24/11/2015,Non-IMS IT for CSR,Civil Service Resourcing,WORLD CAREERS NETWORK PLC,5100067141,"£28,350.00",Approved Fees of Sprint 20 covering the IT enhancement work currently undertaken by WCN,SW19 8DR,,,,,
HMRC,HMRC,24/11/2015,Govt dept services,Specialist PT,MINISTRY OF JUSTICE,5100067149,"£36,600.00",Qtr invoice for E&W - official solicitor re Child Trust Fund ,SW1E 6QW,,,,,
HMRC,HMRC,24/11/2015,Non-IMS IT for CSR,Civil Service Resourcing,WORLD CAREERS NETWORK PLC,5100067175,"£28,350.00",Approved Fees of Sprint 21 covering the IT enhancement work currently undertaken by WCN,SW19 8DR,,,,,
HMRC,HMRC,24/11/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100067268,"£461,589.05",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,
HMRC,HMRC,24/11/2015,Software coding,Information Management Services,ASE CONSULTING LTD,5100067269,"£31,680.00",Charges for IT Specialists,FY85ER,,,,,
HMRC,HMRC,24/11/2015,Telephone Support,Information Management Services,FUJITSU SERVICES LTD,5100067271,"£5,771.89",Fujitsu October-15 invoice charge for Communication Voice Services,W1U 3BW,,,,,
HMRC,HMRC,24/11/2015,Telephone Support,Information Management Services,FUJITSU SERVICES LTD,5100067271,"£349,811.79",Fujitsu October-15 invoice charge for Communication Voice Services,W1U 3BW,,,,,
HMRC,HMRC,24/11/2015,Forensic Services,Criminal Investigations,CCL FORENSICS LTD,5100067283,"£34,002.64",Forensic Services,CV37 6NW,,,,,
HMRC,HMRC,25/11/2015,Software coding,Information Management Services,ASE CONSULTING LTD,5100067266,"£25,080.00",Charges for IT Specialists,FY85ER,,,,,
HMRC,HMRC,25/11/2015,Debt coll serv (DEL),Debt Management & Banking,BLUESTONE CREDIT MANAGEMENT LTD,5100067351,"£44,340.48",Debt Collection Services,S1 2FN,,,,,
HMRC,HMRC,25/11/15,Hardware maintenance,Information Management Services,GOVERNMENT COMMUNICATIONS,5100067360,"£28,608.60",15/16 Line Rental invoice for Government Communications,GL51 0EX,,,,,
HMRC,HMRC,25/11/2015,Research (VAT rec),Knowledge Analysis & Intelligence,TNS - BMRB,5100067509,"£60,618.00",A survey of customers’ experience of dealing with HMRC.,W5 1UA,,,,,
HMRC,HMRC,25/11/2015,Court Fees,Debt Management & Banking,THE INSOLVENCY SERVICE,5100067856,"£120,600.00",Court Fees,B4 6FD,,,,,
HMRC,HMRC,25/11/2015,Diesel fuel,Criminal Investigations,ALLSTAR BUSINESS SOLUTIONS LTD,5100067867,"£41,250.15",Vehicle Fleet Services,SN5 6PS,,,,,
HMRC,HMRC,25/11/2015,Rent,Estates & Support Services,MJ MAPP,5100067947,"£2,992.90",Rental charge for Bathgate Contact Centre Bathgate,W1W 5QZ,,,,,
HMRC,HMRC,25/11/2015,Rent,Estates & Support Services,MJ MAPP,5100067947,"£246,415.10",Rental charge for Bathgate Contact Centre Bathgate,W1W 5QZ,,,,,
HMRC,HMRC,26/11/15,OGD costs,Estates & Support Services,CAPITA SYMONDS (NATIONAL GRID,1700011020,"-£25,535.58",This is a balancing service charge relating to the Capita Symonds MOTO arrangement.,WC2H 8AD,,,,,
HMRC,HMRC,26/11/2015,Dept books Non Stock,Tax Professionalism & Assurance,WILLIAMS LEA LTD,5100067939,"£47,456.73",Printing materials for Tax Professional Learning Courses,WF6 1TN,,,,,
HMRC,HMRC,26/11/2015,Software coding,Information Management Services,MOZAIC-SERVICES LIMITED,5100067957,"£67,962.98",Charges for IT Specialists,W1B 5TR,,,,,
HMRC,HMRC,26/11/2015,Legal Service Sol's,Solicitors Office,FIELD FISHER WATERHOUSE LLP,5100067975,"£93,634.64",Costs incurred by Solicitors working on behalf of HMRC,,,,,,
HMRC,HMRC,26/11/2015,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100067983,"£29,450.04",Costs for officers stationed abroad,MK10 1PX,,,,,
HMRC,HMRC,26/11/2015,Research (VAT rec),Knowledge Analysis & Intelligence,IPSOS MORI UK LTD,5100067987,"£37,200.00",Research into awareness understanding and behavioural responses to Pensions Tax Relief and options for reform.,SE1 1PY,,,,,
HMRC,HMRC,26/11/2015,Document destruction,Estates & Support Services,BANNER BUSINESS SERVICES LTD,5100068080,"£18,762.75",Monthly charge for secure destruction of confidentially marked waste,NR3 1PD,,,,,
HMRC,HMRC,26/11/2015,Document destruction,Estates & Support Services,BANNER BUSINESS SERVICES LTD,5100068080,"£21,157.99",Monthly charge for secure destruction of confidentially marked waste,NR3 1PD,,,,,
HMRC,HMRC,26/11/2015,OGD costs,Estates & Support Services,DWP,5100068094,"£588,984.76",Charges for occupation under MOTO arrangement. ,CF14 3UW,,,,,
HMRC,HMRC,26/11/2015,Dept forms Non Stock,PT Director,WILLIAMS LEA LTD,5100068110,"£34,972.24",Williams Lea is HMRC's Print Vendor Partner,WF6 1TN,,,,,
HMRC,HMRC,26/11/15,Landlord Charges,Estates & Support Services,SAVILLS COMMERCIAL LTD,5100068142,"£13,516.49",Standard Landlord Service Charge payable to the Landlord,W1K 3HQ,,,,,
HMRC,HMRC,26/11/15,OGD costs,Estates & Support Services,SAVILLS COMMERCIAL LTD,5100068142,"£241,511.65",rent payment payable to the Landlord,W1K 3HQ,,,,,
HMRC,HMRC,27/11/15,Telephone Support,Information Management Services,KCOM GROUP PLC,1700022207,"-£162,587.15",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,
HMRC,HMRC,27/11/15,Telephone Support,Information Management Services,KCOM GROUP PLC,5100068202,"£162,587.15",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,
HMRC,HMRC,27/11/2015,Marketing Promotion,Corporate Communications,CARAT,5100068253,£198.17,Marriage Allowance 2015 Press media,NW1 3BF,,,,,
HMRC,HMRC,27/11/2015,Marketing Promotion,Corporate Communications,CARAT,5100068253,"£248,901.08",Marriage Allowance 2015 Press media,NW1 3BF,,,,,
HMRC,HMRC,27/11/2015,Data input or prep,Information Management Services,EDM GROUP LTD,5100068291,"£83,816.90",EDM October 15 charges for Digitisation of White Mail - Scanning Services,EC4N 1SP,,,,,
HMRC,HMRC,27/11/2015,P04 Rate IT Serv Cap,Information Management Services,EDM GROUP LTD,5100068293,"£32,190.00",EDM Invoice for CR080 DMS queue build costs,EC4N 1SP,,,,,
HMRC,HMRC,27/11/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100069145,"£1,050,283.91",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,
HMRC,HMRC,30/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100069077,"£199,912.50",Digital development contractor costs ,WC1H 9BB,,,,,
HMRC,HMRC,30/11/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100069079,"£115,800.00",Digital development contractor costs ,WC1H 9BB,,,,,
