Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Cash Expenditure During the Year - British Energy,Energy Markets & Infrastructure - Office of Nuclear Development,NUCLEAR DECOMMISSIONING AUTHORITY,4013311,"£14,357,288",10573
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4014449,"£3,904,384",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Cash Expenditure During the Year - British Energy,Energy Markets & Infrastructure - Office of Nuclear Development,NUCLEAR DECOMMISSIONING AUTHORITY,4013312,"£3,894,345",10573
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4014495,"£3,578,000",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4015356,"£2,857,975",11205
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Grants - Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4014451,"£2,747,708",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - DECC Commercial Team,SCOTTISH POWER GENERATION LTD,4014748,"£1,978,168",36639
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Grants - Non Statutory - Current - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4015363,"£1,927,283",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Grants - Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4014451,"£1,800,626",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Grants - Non Statutory - Current - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4014468,"£1,788,516",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Capital Grants - Other,National Climate Change & Consumer Support - National Climate Change,ENVIRONMENT AGENCY,4015152,"£1,746,317",128813
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Cash Expenditure during the Year - Concessionary Fuel,Energy Markets & Infrastructure - Energy Development Unit,CPL FUELS,4014629,"£1,673,855",162499
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4014449,"£1,516,955",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Capital Grants - Other,Science & Innovation Group - Science & Innovation Group,THE EUROPEAN MARINE ENERGY CENTRE LTD,4014788,"£1,365,856",34733
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4015355,"£1,043,503",11205
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Grants - Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4014451,"£865,079",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4014449,"£859,415",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,International Subscriptions,Energy & Climate Change International - International Climate Change Negotiations,UNITED NATIONS FRAMEWORK CONVENTION ON CLIMATE CHANGE,4014803,"£790,234",35463
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,VESTAS TECHNOLOGY UK LTD,4014601,"£740,682",36162
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4014739,"£643,213",137381
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,IT Software Licences,Corporate Support & Shared Services - Corporate Support & Shared Services,SPECIALIST COMPUTER CENTRES PLC,4014457,"£632,027",142720
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4015251,"£627,287",137381
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4014451,"£613,813",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4014710,"£557,058",106304
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4014473,"£459,317",106389
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4014983,"£436,198",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4014451,"£412,125",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,BUPA WELLNESS,4015093,"£315,601",12643
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4014834,"£311,400",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4014839,"£310,595",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4014493,"£306,401",150906
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Accommodation Rentals,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4015348,"£299,353",128367
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015238,"£296,140",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015242,"£293,123",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4015002,"£238,730",150906
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Technical Support,Energy Markets & Infrastructure - Security and resilience,NATIONAL NUCLEAR LABORATORY LTD,4015011,"£235,389",31226
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Technical Support,Energy Markets & Infrastructure - Security and resilience,NATIONAL NUCLEAR LABORATORY LTD,4015011,"£235,386",31226
Department For Energy and Climate Change,Department For Energy and Climate Change,08/06/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4014676,"£225,294",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015367,"£217,896",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4015042,"£203,731",158334
Department For Energy and Climate Change,Department For Energy and Climate Change,07/06/2010,Capital Grants - Other,National Climate Change & Consumer Support - National Climate Change,MINISTRY OF DEFENCE,4014672,"£201,770",101255
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Grants - Non Statutory - Current - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,THE NATIONAL NON-FOOD CROPS CENTRE,4015230,"£200,000",1526
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,PARSONS BRINCKERHOFF LTD,4014943,"£198,435",152058
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4014982,"£184,165",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,SIEMENS plc,4015054,"£166,000",100337
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,HUGH JAMES SOLICITORS,4015358,"£154,989",159940
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,IRON MOUNTAIN LTD,4014789,"£151,343",796
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4014418,"£147,239",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,08/06/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4014677,"£145,994",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,25/06/2010,Maintenance of IT Equipment,DECC Central Budgets - DECC Central Budgets,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4015188,"£140,000",26095
Department For Energy and Climate Change,Department For Energy and Climate Change,25/06/2010,Maintenance of IT Equipment,DECC Central Budgets - DECC Central Budgets,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4015188,"£140,000",26095
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,CEFAS-THE CENTRE FOR ENVIRONMENT FISHERIES & AQUACULTURE SCIENCE,4014870,"£139,139",142945
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TEES ALLIANCE GROUP LTD,4014622,"£138,417",35977
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4014502,"£129,250",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,VESTAS TECHNOLOGY UK LTD,4014568,"£125,000",36162
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,SPACE CONNEXIONS LTD,4014593,"£115,949",31737
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4015000,"£113,500",158334
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Outsourced Technical Support (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY plc,4015305,"£110,640",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,MARINE SCOTLAND,4015200,"£107,152",145999
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Research & Development Expenditure (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EDF ENERGY plc,4014706,"£104,362",101596
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4014718,"£103,222",106304
Department For Energy and Climate Change,Department For Energy and Climate Change,25/06/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,THE ENERGY SAVING TRUST LTD,4015250,"£100,769",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4014617,"£96,264",106304
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,SPACE CONNEXIONS LTD,4014594,"£86,220",31737
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4014463,"£83,411",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,GPC New Procedures,Corporate Payments,BARCLAYS BANK PLC,4014975,"£80,371",104942
Department For Energy and Climate Change,Department For Energy and Climate Change,11/06/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4014813,"£80,319",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Energy Development Unit,UNIVERSITY OF ST ANDREWS,4014596,"£75,000",103557
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4015041,"£73,952",158334
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Computer Equipment,DECC Central Budgets - DECC Central Budgets,FUJITSU SERVICES LTD,4014520,"£72,663",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015327,"£72,328",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Research & Development Expenditure (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",SCOTTISH POWER UK plc,4015037,"£67,363",100719
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4014449,"£66,666",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Application Development & Support (PFI),DECC Central Budgets - DECC Central Budgets,FUJITSU SERVICES LTD,4014528,"£62,817",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4014644,"£62,331",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4015057,"£62,331",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,ELEMENT ENERGY LTD,4014647,"£61,803",21790
Department For Energy and Climate Change,Department For Energy and Climate Change,11/06/2010,Others UK T&S (Programme),Energy & Climate Change International - International Energy & Carbon Budgets,AEA TECHNOLOGY plc,4014679,"£58,750",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,11/06/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,DEFRA,4014723,"£56,789",162850
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),4014693,"£54,918",102468
Department For Energy and Climate Change,Department For Energy and Climate Change,07/06/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,DELOITTE LLP,4014659,"£54,796",100409
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4014946,"£53,304",136546
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Research & Development Expenditure (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",SCOTTISH POWER UK plc,4015036,"£52,167",100719
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,PARITY RESOURCES LTD,4014591,"£51,315",119558
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Recoveries Account,Corporate Payments,TALISMAN ENERGY (UK) LTD,4014987,"£50,120",16733
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Research & Development Expenditure (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",SCOTTISH POWER UK plc,4014635,"£50,000",100719
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Research & Development Expenditure (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",SCOTTISH POWER UK plc,4014635,"£50,000",100719
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4014624,"£50,000",118721
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,PARITY RESOURCES LTD,4014589,"£49,723",119558
Department For Energy and Climate Change,Department For Energy and Climate Change,11/06/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,DEFRA,4014723,"£48,331",162850
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4014599,"£48,152",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,AEA TECHNOLOGY plc,4014704,"£47,246",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Technical Support,Energy Markets & Infrastructure - Security and resilience,NATIONAL NUCLEAR LABORATORY LTD,4015009,"£46,054",31226
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,IRWIN MITCHELL SOLICITORS,4014620,"£45,000",154723
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Technical Advice,Energy & Climate Change International - International Climate Change Negotiations,CLIMATE STRATEGIES,4014750,"£45,000",31642
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,SPARKE HELMORE,4014950,"£44,957",4826
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,THE ENERGY SAVING TRUST LTD,4015255,"£44,346",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4015006,"£44,083",150906
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Grants - Statutory - Current - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,THE FOOD & ENVIRONMENT RESEARCH AGENCY FERA,4012758,"£43,740",32735
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Energy Development Unit,NCIMB LTD,4015123,"£43,607",119254
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,SPACE CONNEXIONS LTD,4014593,"£43,541",31737
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,ATOS ORIGIN IT SERVICES UK LTD,4014731,"£42,980",3413
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Economic Consultancy & Research,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,PARSONS BRINCKERHOFF LTD,4014951,"£42,029",152058
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4014504,"£41,389",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Research & Development Expenditure (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",SCOTTISH POWER UK plc,4014635,"£41,107",100719
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,BRM SOLICITORS,4014636,"£41,000",12341
Department For Energy and Climate Change,Department For Energy and Climate Change,11/06/2010,Recoveries Account,Corporate Payments,OMV (UNITED KINGDOM) LTD,4014831,"£40,450",116620
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,External Legal Advice,Energy & Climate Change International - International Energy & Carbon Budgets,LINKLATERS LLP,4015109,"£40,443",27334
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,External Legal Advice,Energy & Climate Change International - International Energy & Carbon Budgets,LINKLATERS LLP,4015109,"£40,443",27334
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4014489,"£40,250",158334
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Secondees (not paid directly),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,CABINET OFFICE,4015023,"£40,000",122298
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4014905,"£39,493",6565
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4015085,"£39,247",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,BOURNEMOUTH UNIVERSITY,4014582,"£38,939",146526
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,IRWIN MITCHELL SOLICITORS,4015300,"£37,250",154723
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MCCLURE NAISMITH,4014732,"£37,048",123686
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MCCLURE NAISMITH,4014732,"£37,048",123686
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hotels Overseas,Energy & Climate Change International - International Climate Change Negotiations,MARITIM HOTEL BONN,4014858,"£35,674",37692
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Technical Advice,National Climate Change & Consumer Support - National Climate Change,AEA TECHNOLOGY plc,4014816,"£34,722",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,MARITIME AND COASTGUARD AGENCY MCA,4015334,"£32,683",131753
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TUV NEL LTD,4015264,"£32,295",4877
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Legal Services and Advice Agency,Energy Markets & Infrastructure - Energy Strategy and Futures,MACLAY MURRAY AND SPENS,4014993,"£31,429",3086
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Cash Expenditure during the Year - VWF,Energy Markets & Infrastructure - Energy Development Unit,THOMPSON & CO SOLICITORS,4014742,"£29,600",155339
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,SENERGY (GB) LTD,4015231,"£29,515",104127
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Research & Development Expenditure (Programme),National Climate Change & Consumer Support - Energy Efficiency & Consumers,THE ENERGY SAVING TRUST LTD,4014458,"£27,796",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,RENEWABLE FUELS AGENCY,4014623,"£26,886",37622
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Contributions (Programme),Energy & Climate Change International - International Climate Change Negotiations,FOREIGN AND COMMONWEALTH OFFICE (FCO),4014570,"£26,060",101572
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Contributions (Programme),Science & Innovation Group - Science & Innovation Group,THE WELLCOME TRUST LTD,4014778,"£25,000",105312
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Technical Advice / Services & Support,Corporate Support & Shared Services - Corporate Support & Shared Services,THE NATIONAL ARCHIVES,4015213,"£25,000",26730
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Outsourced Technical Support (Programme),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,PERA INNOVATION LTD,4015025,"£24,482",164381
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,PARITY RESOURCES LTD,4014725,"£23,524",119558
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,GENESIS OIL & GAS CONSULTANTS LTD,4015197,"£23,316",128403
