Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Amount  
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022093, 640.55 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022098, 569.38 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4022099, 519.06 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022100, 632.64 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4022101, 569.70 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4022102, 810.82 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022103, 656.38 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Conference Facilities,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,PENINSULA INNOVATIONS LTD,4022107," 1,008.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,COLLABRO,4022108," 16,953.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Contributions (Programme),Energy Markets & Infrastructure,NUCLEAR DECOMMISSIONING AUTHORITY,4022109," 27,293.96 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,DECC Only  - Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4022110," 2,175,842.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,GREEN PARK INTERIM & EXECUTIVE LTD,4022117," 21,282.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Government Procurement Card New Procedures,Corporate Payments - ,BARCLAYS BANK PLC,4022122," 43,962.26 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,CABINET OFFICE,4021709," 2,250.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Internal Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4021895, 895.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4021952," 1,764.66 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021977, 885.42 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,External Training,National Climate Change & Consumer Support - National Climate Change,IMPACT FACTORY LTD,4021979, 795.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4021993, 820.44 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4021996, 815.16 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4022004," 1,220.77 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,4022031," 3,500.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022044, 592.36 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022044, 604.97 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,RHEAD GROUP LTD,4022095," 2,414.02 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,PARITY RESOURCES LTD,4022120," 32,242.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4022121," 1,607.51 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GREEN TOMATO CARS LTD,4022125," 1,446.24 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022128, 620.78 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4022129, 779.22 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022130, 581.24 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022131, 676.14 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022132, 652.42 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4022134," 5,437.91 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4022135, 583.42 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4022137, 783.30 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4022139, 739.91 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4022144," 301,568.48 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4022145," 24,105.66 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Payments to Treasury Solicitors and Treasury Counsel,Corporate Support & Shared Services - Corporate Support & Shared Services,THE TREASURY SOLICITORS,4022148," 2,750.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Payments to Treasury Solicitors and Treasury Counsel,Corporate Support & Shared Services - Corporate Support & Shared Services,THE TREASURY SOLICITORS,4022149," 14,184.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Payments to Treasury Solicitors and Treasury Counsel,Corporate Support & Shared Services - Corporate Support & Shared Services,THE TREASURY SOLICITORS,4022149," 8,479.63 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Payments to Treasury Solicitors and Treasury Counsel,Corporate Support & Shared Services - Corporate Support & Shared Services,THE TREASURY SOLICITORS,4022149," 4,235.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BURNTISLAND FABRICATIONS LTD,4022150," 172,500.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,PR & Marketing Advice & Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4022151," 22,098.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022156, 573.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022156, 585.19 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4022157," 3,600.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022158, 553.56 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,FORESTRY COMMISSION,4022159," 106,500.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,BT CONFERENCING,4022169," 1,085.96 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4022171," 333,856.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4022172," 102,599.33 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,PRICEWATERHOUSECOOPERS LLP,4022173," 9,509.20 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,ATOS ORIGIN IT SERVICES UK LTD,4022174," 13,116.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Contributions (Programme),Energy Markets & Infrastructure - Energy Development Unit,ACHILLES INFORMATION LTD T/A FIRST POINT ASSESSMENT,4022176, 900.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,DECC Only  - Shared Services - Accommodation,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4022180," 14,708.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,DECC Only  - Shared Services - Accommodation,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4022180," 15,055.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,DECC Only  - Shared Services - Accommodation,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4022185," 2,558.78 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,External Training,International Energy & Climate Change - International Climate Change Negotiations,HEMSLEY FRASER GROUP LTD,4022188, 775.20 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,SENERGY (GB) LTD,4022189," 12,997.51 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Economic Consultancy and Research,Energy Markets & Infrastructure - Office of Nuclear Development,ATKINS LTD,4022192," 15,746.56 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/02/2011 ,Contributions (Programme),Energy Markets & Infrastructure,NUCLEAR DECOMMISSIONING AUTHORITY,4022193," 29,779.85 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/02/2011 ,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4021199," 1,053.24 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/02/2011 ,Purchasing Suspense (SYSTEM),Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4022006, 980.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/02/2011 ,Publications,Corporate Support & Shared Services - Corporate Support & Shared Services,BLACKWELL UK LTD,4022014," 1,190.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4022064, 553.65 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4022067, 601.01 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4022068, 711.72 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4022069, 580.74 
