Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Hotels Overseas,International Energy & Climate Change - International Climate Change Negotiations,TURISMO Y CONVENCIONES S.A. DE C.V,4017953," 153,832.01 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,External Training,Energy Markets & Infrastructure - Energy Development Unit,PETROFAC TRAINING LTD,4018033, 636.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,1007955," 2,097.38 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4018049, 501.85 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017974, 577.02 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4018013, 722.99 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4018020, 803.35 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4018048," 2,200.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Shared Services,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,DEFRA,4016419," 113,167.26 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Catering Supplies,National Climate Change & Consumer Support - National Climate Change,ABBEY COMMUNITY ASSOCIATION LTD,4017868, 603.83 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Standard Desktop Services,Corporate and Professional Services,FUJITSU SERVICES LTD,4017961," 130,974.94 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Printing,Energy Markets & Infrastructure - Energy Development Unit,THE STATIONERY OFFICE LTD,4018030, 530.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ONE NORTH EAST,4018007," 500,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY ENVIRONMENT,4018056," 3,950.27 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY ENVIRONMENT,4018056," 22,572.93 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4018037," 32,777.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,PARSONS BRINCKERHOFF LTD,4018038," 167,806.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Economic Consultancy and Research,National Climate Change & Consumer Support - Energy Efficiency & Consumers,COI COMMUNICATIONS,4018074," 14,164.40 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4017923," 1,475,828.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Sponsorship Support,Energy Markets & Infrastructure - Energy Development Unit,NOF ENERGY LTD,4018032, 593.38 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Sponsorship Support,Energy Markets & Infrastructure - Energy Development Unit,NOF ENERGY LTD,4018032, 822.50 
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Sponsorship Support,Energy Markets & Infrastructure - Energy Development Unit,NOF ENERGY LTD,4018032," 2,344.13 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Sponsorship Support,Energy Markets & Infrastructure - Energy Development Unit,BRITISH EMBASSY OSLO,4017986," 5,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Economic Consultancy and Research,Corporate Centre,COI COMMUNICATIONS,4018074," 2,478.77 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Other IT Consultancy,Corporate Centre,INFORMED SOLUTIONS,4018037," 5,736.06 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Standard Desktop Services,Corporate Centre,FUJITSU SERVICES LTD,4017961," 22,920.61 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Technical Advice,Corporate Centre,PARSONS BRINCKERHOFF LTD,4018038," 29,366.05 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Research & Development Expenditure (Programme),Corporate Centre,MET OFFICE,4017923," 258,269.90 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Cash Expenditure During the Year - British Energy,Energy Markets & Infrastructure - Nuclear Unit,NUCLEAR DECOMMISSIONING AUTHORITY,4016862," 3,911,777.26 "
Department for Energy and Climate Change,Department for Energy and Climate Change,01/10/2010 ,Cash Expenditure During the Year - British Energy,Energy Markets & Infrastructure - Nuclear Unit,NUCLEAR DECOMMISSIONING AUTHORITY,4016863," 14,421,555.66 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018109, 511.05 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018123, 538.16 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018123, 539.34 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4018066, 570.18 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4017909, 579.52 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4018062, 579.52 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018120, 580.74 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018126, 580.74 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018127, 588.49 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018105, 607.85 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4018005, 701.04 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4017911, 710.38 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4018065, 710.38 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,OFFICE ANGELS LTD,4018116, 822.97 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017975, 826.05 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,BROOK STREET (UK) LTD,4018128, 850.05 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017975, 866.97 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,PARITY RESOURCES LTD,4018106," 1,326.28 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,PARITY RESOURCES LTD,4018106," 7,578.75 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Economic Consultancy & Research,Corporate and Professional Services,ELEMENT ENERGY LTD,4017735," 10,172.68 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Flexible Computing Service,Corporate and Professional Services,VODAFONE LTD,4018114, 705.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Office Supplies,Corporate and Professional Services,SIEMENS FINANCIAL SERVICES LTD,4018112," 4,054.39 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Media Services,National Climate Change & Consumer Support - Communications,LEXISNEXIS BUTTERWORTHS,4018089, 895.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Other Media Costs,Corporate and Professional Services,THE STATIONERY OFFICE LTD,4018091," 3,618.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018068," 191,394.66 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018072," 38,753.76 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",NATIONAL ENERGY ACTION,4018078," 331,720.81 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Counsels Expert Legal Opinion on Points of Law,Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,PANNONE LLP,4018070," 1,702.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Counsels Expert Legal Opinion on Points of Law,Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,PANNONE LLP,4018070," 1,999.85 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Financial Scrutiny,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ERNST & YOUNG LLP,4017919," 21,010.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ERNST & YOUNG LLP,4018063," 24,500.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ERNST & YOUNG LLP,4018063," 24,505.20 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,KPMG LLP,4018060," 55,827.20 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Economic Consultancy and Research,Corporate and Professional Services,AEA TECHNOLOGY plc,4018059," 19,053.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Economic Consultancy & Research,Corporate and Professional Services,ELEMENT ENERGY LTD,4017735," 20,728.99 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Economic Consultancy and Research,Corporate and Professional Services,NERA UK LTD,4018061," 24,517.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY ENVIRONMENT,4018115," 2,113.28 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,IT Services (Programme),Energy Markets & Infrastructure - Energy Development Unit,AVC MEDIA ENTERPRISES LTD,4018096," 1,462.88 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Office Supplies,Corporate Centre,SIEMENS FINANCIAL SERVICES LTD,4018112, 709.52 
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Economic Consultancy and Research,Corporate Centre,AEA TECHNOLOGY plc,4018059," 3,334.28 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Financial Advice and Services,Corporate Centre,ERNST & YOUNG LLP,4018063," 3,675.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Financial Scrutiny,Corporate Centre,ERNST & YOUNG LLP,4017919," 3,676.75 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Financial Advice and Services,Corporate Centre,ERNST & YOUNG LLP,4018063," 4,288.41 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Economic Consultancy and Research,Corporate Centre,NERA UK LTD,4018061," 4,290.56 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Economic Consultancy & Research,Corporate Centre,ELEMENT ENERGY LTD,4017735," 5,407.79 "
Department for Energy and Climate Change,Department for Energy and Climate Change,04/10/2010 ,Technical Advice,Corporate Centre,KPMG LLP,4018060," 9,769.76 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,1007953," 2,097.38 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,PARITY RESOURCES LTD,4018102," 2,883.86 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,PARITY RESOURCES LTD,4018102," 16,479.20 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018130, 503.31 
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018137, 561.39 
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018124, 569.13 
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018139, 596.23 
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,OFFICE ANGELS LTD,4018119, 605.13 
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018132, 623.34 
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,ADECCO UK LTD,4018051, 981.57 
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,MORGAN LAW RECRUITMENT CONSULTANCY,4018047," 1,163.25 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Economic Consultancy & Research,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,NERA UK LTD,4018133," 3,195.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Office Supplies,Corporate and Professional Services,GE CAPITAL EQUIPMENT FINANCE LTD,4018113," 1,172.94 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4018073, 720.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Technical Support,National Climate Change & Consumer Support - National Climate Change,AETHER LTD,4018143," 2,359.59 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY ENVIRONMENT,4018058," 5,098.89 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY ENVIRONMENT,4018058," 29,136.48 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Media and Design Services,Energy Markets & Infrastructure - Energy Development Unit,BLACKBIRD PRODUCTIONS,4018138," 1,897.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,05/10/2010 ,Economic Consultancy & Research,Corporate Centre,NERA UK LTD,4018133, 559.13 
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018151, 557.51 
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Programme and Projects Service,National Climate Change & Consumer Support - National Climate Change,ENVIRONMENT AGENCY,4018034," 8,147.07 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Media Services,National Climate Change & Consumer Support - Communications,LEXISNEXIS BUTTERWORTHS,4018159, 895.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Independent Experts,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ASTON UNIVERSITY,4017995, 868.17 
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,COLLABRO,4018182, 907.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Economic Consultancy and Research,Corporate and Professional Services,NERA UK LTD,4018173," 13,263.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Hire of Conference Facilities (Programme),Energy Markets & Infrastructure - Security and resilience,CIVIL SERVICE CLUB,4018187, 675.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018092," 4,323.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4017802," 23,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - DECC Commercial Team,E.ON UK PLC,4018006," 2,081,619.65 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",QUO IMUS LTD T/A QI CONSULTING,4018188, 600.07 
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",QUO IMUS LTD T/A QI CONSULTING,4018188," 1,160.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",QUO IMUS LTD T/A QI CONSULTING,4018188," 1,383.34 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",QUO IMUS LTD T/A QI CONSULTING,4018188," 7,736.63 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",QUO IMUS LTD T/A QI CONSULTING,4018188," 7,904.81 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Research & Development Expenditure (Programme),Corporate Centre,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018092, 756.53 
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Recoverable VAT Input,Corporate Centre,CLARKSON MANAGEMENT SERVICES LTD,4018174," 1,440.03 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Recoverable VAT Input,Corporate Centre,NABARRO,4018178," 1,800.70 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Economic Consultancy and Research,Corporate Centre,NERA UK LTD,4018173," 2,321.03 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Recoverable VAT Input,Corporate Centre,MCCLURE NAISMITH,4018171," 2,736.69 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Recoverable VAT Input,Corporate Centre,MCCLURE NAISMITH,4018183," 3,037.21 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Research & Development Expenditure (Programme),Corporate Centre,AEA TECHNOLOGY plc,4017802," 4,025.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Research & Development Expenditure (Programme),Corporate Centre,E.ON UK PLC,4018006," 364,283.44 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Recoverable VAT Input,Energy Markets & Infrastructure - Energy Development Unit,CLARKSON MANAGEMENT SERVICES LTD,4018174," 8,228.75 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Recoverable VAT Input,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4018178," 10,289.70 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Recoverable VAT Input,Energy Markets & Infrastructure - Energy Development Unit,MCCLURE NAISMITH,4018171," 15,638.20 "
Department for Energy and Climate Change,Department for Energy and Climate Change,06/10/2010 ,Recoverable VAT Input,Energy Markets & Infrastructure - Energy Development Unit,MCCLURE NAISMITH,4018183," 17,355.48 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,External Training,International Energy & Climate Change - International Climate Change Negotiations,APOD LTD,4018241, 600.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Professional Subscriptions,Corporate and Professional Services,HM REVENUE & CUSTOMS,4018270," 1,640.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018201, 504.17 
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018215, 616.88 
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018201," 2,880.98 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018215," 3,525.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4018233, 583.81 
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4018235, 598.78 
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018252, 603.97 
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018253, 646.57 
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,REED EMPLOYMENT LTD,4018257, 790.94 
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4018230, 976.39 
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4018286," 303,150.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Estates Consultancy,Corporate and Professional Services,MILLER & YOUNG UK LTD T/A MYFM,4018259," 6,125.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4017960," 1,553.49 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4017959," 2,176.25 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Project Management Costs (Programme),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4018285," 28,511.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Estates Consultancy,Corporate Centre,MILLER & YOUNG UK LTD T/A MYFM,4018259," 1,071.88 "
Department for Energy and Climate Change,Department for Energy and Climate Change,07/10/2010 ,Recoverable VAT Input,Corporate Centre,RESPIRATORY DIAGNOSTICS,4018265," 1,706.93 "
